Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
50 BK,26.56,26.56,17,844,"""Slower than B""",2014 SE GKAISA Championship Swim Meet,SE,PA,7/25/2014
50 BK,26.62r,26.62,21,839,"""Slower than B""",2018 South Carolina Winter Inv,US,UN,1/27/2018
50 BK,26.67r,26.67,21,834,"""Slower than B""",ECU v. South Carolina,US,UN,1/13/2018
50 BK,26.76r,26.76,21,825,"""Slower than B""",ECU v. UNCW,US,UN,10/28/2017
50 BK,26.82r,26.82,21,819,"""Slower than B""",East Carolina vs Old Dominion,US,UN,10/21/2017
50 BK,26.87r,26.87,21,814,"""Slower than B""",2018 ECU vs VMI vs UMBC,US,UN,1/20/2018
50 BK,27.25r,27.25,21,778,"""Slower than B""",ECU Quad Meet,US,UN,10/14/2017
50 BK,27.61,27.61,16,744,,2013 NCSA Junior Swim,SE,UN,3/12/2013
50 BK,30.74r,30.74,14,511,,2010 SE  BASA Fall Challenge,SE,PA,9/26/2010
50 BK,30.99r,30.99,14,491,,2010 SE ACAC Fall Invitational,SE,PA,10/24/2010
50 BK,32.70,32.70,12,498,"""A""",2008 SE ACAC Fall Invitational,SE,PA,10/31/2008
50 BK,33.01,33.01,12,477,"""A""",2008 SE 25th. Annual Pilot Invitational,SE,PA,11/14/2008
50 BK,43.24r,43.24,12,13,"""Slower than B""",2008 SE 25th. Annual Pilot Invitational,SE,PA,11/15/2008
100 BK,55.09,55.09,21,890,"""AAAA""",2018 American Ath. Conf. - Swi,US,UN,2/16/2018
100 BK,55.24,55.24,18,883,"""AAAA""",2015 C-USA Women's Champs & C-,US,UN,2/20/2015
