Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
400 IM,4:39.55,4:39.55,20,669,"""AAA""",2016 FL NJCAA National Champs,FL,UN,3/3/2016
400 IM,4:41.18,4:41.18,22,655,"""AA""",Florida State vs Alabama vs Mi,US,UN,1/12/2018
400 IM,4:42.46,4:42.46,21,644,"""AA""",2017 FL ATAC Mac Crutchfield SC I,FL,NOLE,1/27/2017
400 IM,4:45.32,4:45.32,18,620,"""AA""",2014 SE Ralph Crocker Classic,GA,SA,1/17/2014
400 IM,4:47.16,4:47.16,16,605,"""AA""",2011 GA Marlins Invite,GA,LINS,12/2/2011
400 IM,4:48.30,4:48.30,15,614,"""AA""",2010 GA Senior State Champs,GA,LINS,12/3/2010
400 IM,4:51.78,4:51.78,16,567,"""AA""",2011 GA 5TH ANNUAL LUQMAN R EL-AMIN IN,GA,LINS,11/11/2011
400 IM,4:51.83,4:51.83,14,599,"""AA""",2010 GA Northern Divisional Champ,GA,UN,3/26/2010
400 IM,4:57.21,4:57.21,13,603,"""AA""",2009 GA Northern Div Champ,GA,TWS,3/27/2009
400 IM,5:05.69,5:05.69,15,477,"""A""",2011 MS Laurel Winter Invite,GA,LINS,1/14/2011
400 IM,5:06.72,5:06.72,14,482,"""A""",2010 SE NIKE SC Invitational,GA,TWS,1/16/2010
400 IM,5:10.50,5:10.50,17,423,"""BB""",2012 GA ABSC vs. LINS vs. CBF,GA,LINS,10/21/2012
400 IM,5:19.25,5:19.25,13,436,"""BB""",2008 GA AP TWS vs. SwimAtlanta,GA,TWS,10/26/2008
400 IM,5:20.54,5:20.54,14,382,"""BB""",2009 GA AP TWS-SA Dual Meet,GA,TWS,10/25/2009
400 IM,5:28.54,5:28.54,12,483,"""A""",2008 GA 14 & Under Short Cours,GA,TWS,2/29/2008
400 IM,5:29.77,5:29.77,12,475,"""A""",2008 GA TWS-SWAT-DAQ Tri-Meet,GA,TWS,2/3/2008
400 IM,5:42.86,5:42.86,12,393,"""BB""",2007 GA TWS vs. SwimAtlanta,GA,TWS,10/21/2007
400 IM,6:25.65,6:25.65,14,35,"""Slower than B""",2010 GA Rays Invite,GA,TWS,2/5/2010
